Organization,CO2 Emissions
NSS NETGUARD LLC,264.21
vimtv VIM TV LTD,264.21
Credissimo Credissimo JSCo,264.21
MITKO Mitko.com EOOD,264.21
KOMAX KOMAX OOD,264.21
Lukovitnet Lukovitnet Ltd.,264.21
egtong EGT DIGITAL EOOD,264.21
VG_Global_JSC VG Global JSC,264.21
SANEVIAN Sanevian,264.21
Shopmetrics Shopmetrics Europe ltd.,264.21
Demax_LTD Demax JSC,264.21
MultiLink Multilink Ltd.,264.21
GESBG Global Electronic Solutions LTD.,264.21
PETKOM 5KOM OOD,264.21
Comtech Comtech Bulgaria LTD,264.21
ISOLUTE Multicomp Ltd.,264.21
eMerchantPay eMerchantPay Ltd,264.21
burgasnet Burgasnet LTD,264.21
MOBIKOM Vivacom Bulgaria EAD,264.21
NETASSISTBG Netassist International EOOD,264.21
KAOLIN KAOLIN_AD,264.21
Money_Plus Money Plus Management AD,264.21
AS_BST DP BULGARIAN SPORTS TOTALIZATOR,264.21
dbank D Commerce Bank AD,264.21
RIA_TOLL_SYSTEM ITA Engineering OOD,264.21
WALLTOPIA WALLTOPIA AD,264.21
modis Akkodis Bulgaria EOOD,264.21
adastra Adastra Bulgaria EOOD,264.21
"iabank ""INTERNATIONAL ASSET BANK AD""",264.21
scorpion_shipping Scorpion Shipping OOD,264.21
EGT Euro Games Technology LTD,264.21
Kontrax Comnet Bulgaria Holding Ltd.,264.21
ASPETROLBG Petrol AD,264.21
ICYGEN ICYGEN Ltd,264.21
CLOUDAKA CLOUDAKA CLOUD PROVIDER LTD,264.21
Betatel BETATEL LTD,264.21
NetLan NetLan Ltd.,264.21
SPEEDY Speedy AD,264.21
kblnet KABELNET LTD,264.21
OMEGATRANS Omega Trans Ltd.,264.21
OSCEOLA Osceola Ltd.,264.21
EUROCCOR Euroccor JSC,264.21
TASIO Tasio LTD.,264.21
InfoDataCenter Info Data Center Ltd.,264.21
Akhnaton Akhnaton CO Ltd.,264.21
ComMetric ComMetric Ltd.,264.21
RiskEngineering Risk Engineering Ltd.,264.21
SMARTCOMBG Smartcom Bulgaria AD,264.21
MAZEN MAZEN LLC,264.21
OHOST OHOST LLC,264.21
IrisVisia Iris Visia Ltd.,264.21
SetService Set Service Ltd.,264.21
netcube Netcube Ltd.,264.21
TIVI_BG Mitko.Com Ltd.,264.21
NETINFO Net Info JSCo,264.21
CoresNET Cores Networks EOOD,264.21
FIBER1BG Fiber 1 Ltd.,264.21
VIPNET VIPNET PRIM Ltd,264.21
TIVI_BG_ISP Mitko.Com Ltd.,264.21
dianel Dianel LTD,264.21
DilisGrup Dilis Grup EOOD,264.21
Net_Host_Solution Net Host Solutions Ltd.,264.21
ERP ERP Bulgaria Ltd,264.21
Zetta ZETTA HOSTING SOLUTIONS LLC.,264.21
ValidationLabs Validation Labs LTD,264.21
KM_TREYDING KM TREYDING 2012 OOD,264.21
dimcom Dim commerce Ltd.,264.21
DEVHEX DEVHEX LTD.,264.21
PSBG PS BG EOOD,264.21
NETCOMP NET COMP Ltd.,264.21
Cyclop Cyclop S.a r.l.,264.21
Boramax Boramax ltd,264.21
NPP_Kozloduy Kozloduy NPP Plc,264.21
moew Ministry of Environment and Water,264.21
UniqCloud Serhat Esmer,264.21
HACKMAN SiteGround Hosting EOOD,264.21
S3Company S3 Company Ltd,264.21
OPHIDIAN Ophidian Network Limited,264.21
AS213201 Mathew Philipps,264.21
Rimex Rimex Ltd.,264.21
hashpal HashPal LTD,264.21
BUDOVIT BUDOVIT s.r.o,264.21
tsbg_hosting TSBG Hosting Ltd.,264.21
IN_TRADE IN TRADE 87 LTD,264.21
Lukoil_Nehtohim_Burgas LUKOIL Neftohim Burgas AD,264.21
REGISTERBG RegisterBG Ltd,264.21
concentrix CONCENTRIX SERVICES BULGARIA EOOD,264.21
Bonfortuna Bonfortuna Ltd,264.21
voicecloud VOICE CLOUD SL,264.21
NORTHWESTUNION North West Union Ltd.,264.21
GlobalOne Global One Ltd.,264.21
ELEMENTAL Elemental.tv OOD,264.21
ElektronikaNS Elektronika NS Ltd.,264.21
FOCUSIT Focus IT Solutions,264.21
CISBG MyAcct LTD,264.21
Cooolbox Cooolbox AD,264.21
ESO Electroenergien Sistemen Operator EAD,264.21
Neterra Neterra Ltd.,264.21
NETSERVICEBG Net Service BG Ltd,264.21
I_NET_BULGARIA I NET BULGARIA EOOD,264.21
Nilsat NILSAT Ltd.,264.21
Miti2000 Miti 2000 EOOD,264.21
DM_AUTO DM AUTO EOOD,264.21
AS_4Media 4Media Ltd.,264.21
KREZ999AS KREZ 999 EOOD,264.21
Terinet Terinet EOOD,264.21
DIMINUENDO DIMINUENDO Ltd,264.21
talido Talido LTD,264.21
EuSoftDesign European Software Design LTD,264.21
BGTRANSGAS Bulgartransgaz EAD,264.21
OpenCode Opencode Systems Ltd.,264.21
demabg Petar Petrov,264.21
XERONET Xero Networks LTD,264.2525
SOUNDBITE,264.2878902109789
Telepoint Telepoint Ltd,264.3926003298516
Telekabel TELECABEL PLC,264.447864
Grupo Roche Syntex de Mexico S.A. de C.V.,264.505
ERANIUM Eranium B.V.,264.52395404538174
SERVICIOS INTEGRALES DE INFORMATICA DIGITALPROSERVER SPA,264.5825
Fibersix Francesco Ascione trading as FIBERSIX,264.69371841877205
F5 F5 Networks SARL,264.69921465902974
SUPERHOSTING_AS SuperHosting.BG Ltd.,264.839702970297
fluidra FLUIDRA SA,264.85
VibesDigitalSL Vibes Digital SL,264.85
ZetServers INTERKVM HOST SRL,264.87085859091064
FRUMENTUM Noah van der Aa trading as Frumentum Media,265.16950498349945
ECOHOSTING INTERNET LIMITADA,265.23875
MEDIAWEB SPA,265.48550844915513
AXESAT S.A,265.5023716185809
EMPRESA NACIONAL DE ENERGIA ENEX S.A,265.52
ALBANETWORK INGENIERIA S.A.,265.52
Camara de Diputados de Chile,265.52
Convergia Telecom S.A.,265.52
TELEFONICA CHILE S.A. MAYORISTAS,265.52
Celulosa Arauco y Constitucion S.A.,265.52
ATENTO CHILE S.A.,265.52
FullCom S.A.,265.52
CTC. CORP S.A. TELEFONICA EMPRESAS,265.52
Intercity,265.52
Besthost Spa,265.52
ANACONDAWEB S.A.,265.52
GLOBALCONNECT SPA,265.52
ARKAVIA NETWORKS SPA.,265.52
SERVICIOS INTERNET LTDA,265.52
BIOCABLE SUR E I R L,265.52
AGUAS NUEVAS S.A,265.52
J AND J SPA INFOFRACTAL,265.52
COMUNICACION Y TECNOLOGIA ARAOS LIMITADA,265.52
TV CABLE DEL SUR LTDA,265.52
UNIVERSIDAD SANTO TOMAS,265.52
COORDINADOR INDEPENDIENTE DEL SISTEMA ELECTRICO NACIONAL,265.52
UNIVERSIDAD UNIACC,265.52
Administradora BANCHILE de Fondos Mutuos,265.52
Almacenes Paris Comercial S.A,265.52
BANCO ITAU CHILE,265.52
Redbanc SA,265.52
OPERADORA DE TARJETAS DE CREDITO NEXUS S A,265.52
INGENIERIA Y ASESORIAS EN COMPUTACION Y COMUNICACION NEOSECURE S.A.,265.52
ENGIE ENERGIA CHILE S.A.,265.52
CS SPA,265.52
SOCIEDAD DE SERVICIOS TECNOLOGICOS Y TELECOMUNICACIONES TELCONOR LTDA.,265.52
WebHost Chile S.A.,265.52
CONNECTA TELECOMUNICACIONES SPA,265.52
SOCIEDAD DE TELECOMUNICACIONES LIMITADA SETEL LTDA,265.52
CMP WILL TELECOMUNICACIONES SPA,265.52
HomeNet LTDA,265.52
UNIVERSIDAD CATOLICA DEL MAULE,265.52
Telefonica del Sur S.A.,265.52
VOISSNET S.A.,265.52
INFORMATICA BLUEHOSTING LIMITADA,265.52
Virtualiza S.A,265.52
NETV SPA,265.52
SOCIEDAD COMERCIAL Y DE SERVICIOS DE INTERNET Y COMUNICACION CHILE SPA,265.52
FULL CONECTION LTDA,265.52
COMERCIAL WASHINGTON ERNESTO OYARCE SAZO E.I.R.L. SENALMAX,265.52
WIRCOM S.P.A.,265.52
TNA Solutions SpA,265.52
EDGEUNO SPA,265.52
INGENIERIA EN INFORMATICA MADENET SPA,265.52
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LIMITADA,265.52
MARIO BENAVIDES SERVICIO DE TELEVISION POR CABLE E.I.R.L CABLEVISION DEL SUR,265.52
Compania de Comunicaciones Coyhaique Ltda.,265.52
NETXION SERVICIOS ARRIENDOS TECNOLOGIAS Y COMUNICACIONES HERNAN SOTO E.I.R.L.,265.52
CVT TELECOMUNICACIONES LIMITADA,265.52
ELECTRONET S.A.,265.52
SERVICIOS DE TELECOMUNICACIONES MAS CONECTADOS,265.52
Comunicaciones Cablevision Ltda.,265.52
Wimux EIRL,265.52
Luz Linares S.A.,265.52
COMPANIA CHILENA DE COMUNICACIONES PARALLEL S.A.,265.52
INTERBIS TELECOMUNICACIONES SPA,265.52
Netup S.A.,265.52
CAJA DE COMPENSACION DE ASIGNACION FAMILIAR LOS HEROES,265.52
Manquehuenet,265.52
LARA INGENIERIA EN TECNOLOGIA Y TELECOMUNICACIONES LIMITADA SOLUCIONES INTERLAN,265.52
S.E.A. COMPUTACION SOLUCIONES TECNOLOGICAS SPA,265.52
LINENET LIMITADA,265.52
HOSTNET SPA,265.52
Mundonet S.p.A,265.52
OPTVE TELECOMUNICACIONES SpA,265.52
TELECOMUNICACIONES PIXEL LTDA.,265.52
FULLSOLUTION S.P.A.,265.52
RODRIGUEZ Y HERRERA LTDA,265.52
TIC CHILE COMUNICACIONES LIMITADA,265.52
Wifispeed Servicios Limitada,265.52
ANMAX TELECOMUNICACIONES MAXIMILIANO BIONDI EIRL,265.52
NANOTIK TELECOMUNICACIONES SPA,265.52
INTELCOM TELECOMUNICACIONES CHILE LTDA,265.52
REDCALL SPA,265.52
NETDELSUR TELECOMUNICACIONES SPA,265.52
LanProject SPA,265.52
SERVICIOS DE DATACENTER DATANETWORKS LIMITADA,265.52
IRONSERVERS E.I.R.L,265.52
DCH COMPANIA DE COMUNICACIONES E INMOBILIARIA LTDA,265.52
SOCIEDAD GAMACON LIMITADA,265.52
MELSAT TELECOMUNICACIONES SPA,265.52
ARTEC TELECOMUNICACIONES LIMITADA,265.52
TELECOMUNICACIONES MARJORIE ANDREA MORI LAGOS E.I.R.L.,265.52
TUMUNDO DIGITAL TELECOMUNICACIONES SPA,265.52
Intersur Limitada,265.52
TELECOMUNICACIONES MAURICIO ANDRES KASENDRA LARENAS E.I.R.L.,265.52
SERVICIOS ZONALES DE INTERNET LIMITADA,265.52
HENRIQUEZ TELECOMUNICACIONES LIMITADA WILCOM,265.52
PHANTOM SERVER SPA,265.52
PATAGONIAIX SPA,265.52
SERVICIOS ALTERNATIVOS DE TELECOMUNICACIONES JP Y ASOCIADOS SPA NB CONECTIVIDAD SPA,265.52
SOC. TELEVISIVA CABLE SANTA JUANA LIMITADA.,265.52
SOCIEDAD SMARTNET LIMITADA,265.52
XCONNECT SPA,265.52
NETFULL FIBRA SpA,265.52
WMAX SpA,265.52
MJL NETWORK EIRL,265.52
AVILA TELECOMUNICACIONES SPA,265.52
INVERSIONES HEMALASS LIMITADA HEMANET,265.52
SMARTNET CHILE TELECOMUNICACIONES LIMITADA,265.52
SKARNET CHILE S.P.A.,265.52
CONECTATE POR FIBRA SPA,265.52
CRONET TELECOM SPA,265.52
TELECOMUNICACIONES WIFIRED LIMITADA,265.52
Stel Chile S.A.,265.52
CHILE TU TV POR CABLE LIMITADA,265.52
SERVICIOS INTEGRALES METFY TELECOM SPA,265.52
BINET NETWORKING DATA LIMITADA,265.52
INVERSIONES EN TECNOLOGIA PULSO SPA,265.52
CHILE TV CABLE S.A.,265.52
SERVICIOS E INVERSIONES VILLASOLIS LTDA.,265.52
GONZALO FARIAS GUERRA EIRL,265.52
GRUPO INAN SPA,265.52
SERVICIOS DE TELECOMUNICACIONES DROPP LIMITADA,265.52
INVERSIONES TECNOLOGICAS UNO SPA,265.52
NETENMICASA SpA,265.52
W M Servicios y Gestiones Ltda.,265.52
GIGAS HOSTING CHILE SpA,265.52
ALCOM SPA,265.52
PRONTO COMUNICACIONES LIMITADA,265.52
NETMUNDO TRANSMISIONES REGIONALES SPA,265.52
Opciones S. A.,265.52
Sociedad de Telecomunicaciones Netsouth SPA,265.52
Forum Servicios Financieros S.A.,265.52
Mapfre Compania de Seguros,265.52
AMDOCS CHILE SPA,265.52
TECNOLOGIACHILE.COM LTDA TCHILE.COM,265.52
TELBROS SPA,265.52
EQUIPOS ELECTRONICOS Y COMPUTACION S.A.,265.52
VPS GURU CHILE SPA,265.52
SOCIEDAD CONSULTORES EN INFORMATICA VARGAS Y COMPANIA LIMITADA,265.52
HOSTING.,265.52
VOIP ANALYSIS S.A,265.52
IMPERIAL S.A,265.52
LINETS CHILE SPA,265.52
Bolsa de Comercio de Santiago,265.52
INTESIS CHILE S.A,265.52
HQB S.A.,265.52
CAPITAL S.A,265.52
COMPASS GROUP INVESMENTS ADVISORS CGIA,265.52
Servicios de Administracion Previsional S.A.,265.52
Derco SPA,265.52
ADT SECURITY SERVICES,265.52
Virutex Ilko S.A.,265.52
Caja de Compensacion de Asignacion Familiar La Araucana,265.52
Servibanca S.A.,265.52
A.F.P. Habitat S.A.,265.52
BANCO RIPLEY,265.52
Banco Bice,265.52
Telecomunicaciones y Servicios SpA,265.52
SOCIEDAD COMUNICACIONES PUNTA SUR LIMITADA,265.52
FADANET SPA,265.52
VALLENET SPA,265.52
Comercial Netxtreme LTDA,265.52
TELECOMUNICACIONES ROBERTO MARCELO FUENZALIDA VALDES EIRL,265.52
TU ESPACIO NET SPA,265.52
JPR CONEXION DIGITAL SPA,265.52
SERVICIO DE TELECOMUNICACIONES 7NET LIMITADA,265.52
REDCENTRAL TELECOMUNICACIONES LTDA,265.52
SERVICIOS INFORMATICOS IGNACIO LIZANA CARRENO E.I.R.LINALTEC.,265.52
FIBERNET CHILE TELECOMUNICACIONES SpA,265.52
COMERCIALIZADORA E IMPORTADORA PRESTOM CHILE LTDA,265.52
SERVICIO DE TELECOMUNICACIONES VEMOS MAS LTDA.,265.52
SERVICIOS DE TELECOMUNICACIONES FULLTV LIMITADA,265.52
SOCIEDAD PIRQUE NET LIMITADA,265.52
VALMU COMUNICACIONES LTDA,265.52
Redcol S.A.,265.52
OPENCLOUD SpA,265.52
ZAM LTDA.,265.52
Banco Santander,265.52
SOC. COMERCIAL WIRENET CHILE LTDA.,265.52
Arquicomp Ltda.,265.52
ABGON COMUNICACIONES,265.52
OPTIMIZA SEGURIDAD SpA,265.52
Banco de Chile,265.52
CLARO CHILE S.A.,265.52
Entel PCS Telecomunicaciones S.A.,265.52
Facultad de Ciencias Fisicas y Matematicas de la Universidad de Chile,265.52
ROBERTO MENA OYARZUN COMUNICACIONES EIRL,265.52
Universidad Nacional Andres Bello,265.52
AUSTRO INTERNET S.A.,265.52
INDEXA S A,265.52
VTR BANDA ANCHA S.A.,265.52
SIXMANAGER TECNOLOGIAS SPA,265.52
Banco Central de Chile,265.52
Direccion General del Territorio Maritimo,265.52
SISTEMA NACIONAL DE COMUNICACIONES FINANCIERAS S.A.,265.52
QUINTEC CHILE S.A.,265.52
CHILENA CONSOLIDADA SEGUROS S.A.,265.52
Universidad de Chile,265.52
TRANSBANK S.A.,265.52
Servicio de Impuestos Internos,265.52
Larrain Vial S.A,265.52
INGBELL CHILE SPA,265.52
DIRECTV CHILE TELEVISION LIMITADA,265.52
TV Cable Loncomilla S.A.,265.52
Pacifico Cable SPA.,265.52
UNIVERSIDAD DE SANTIAGO DE CHILE,265.52
Pontificia Universidad Catolica de Chile,265.52
Universidad Catolica de Valparaiso,265.52
Consorcio seguros Vida,265.52
TLINK SPA,265.52
INVERSIONES MYJ LTDA,265.52
BITRED GROUP SPA,265.52
Servicios Informaticos Hostname Ltda,265.52
Insacom y Cia. Limitada,265.52
SERVICIOS DE TELECOMUNICACIONES INTERCABLE LTDA.,265.52
WOM S.A.,265.52
Ingenieria e Informatica Asociada Ltda IIA Ltda,265.52
FALABELLA TECNOLOGIA CORPORATIVA LTDA,265.52
Comsat Limitada,265.52
MCL Internet,265.52
CEPAL,265.52
NETLAND CHILE S.A.,265.52
BanChile Seguros de Vida S.A.,265.52
CODELCO Chuquicamata,265.52
Turismo Cocha S.A,265.52
Red Universitaria Nacional,265.52
INVERSIONES SB S.A. SALCOBRAND,265.52
GRUPO ULLOA SpA,265.52
ICONEX SPA,265.52
HABLAIP SPA,265.52
SERVICIO NACIONAL DEL PATRIMONIO CULTURAL BIBLIOREDES,265.52
SERVICIOS INGENIERIA Y PRODUCTOS EN TELECOMUNICACIONES SpA SIPTEL CHILE,265.52
CONECTIVIDAD Y REDES ROBERTO ROMULO CANDIA CANDIA EIRL,265.52
NTT Chile,265.52
BYNARYA SPA,265.52
Universidad Tecnica Federico Santa Maria,265.52
Orbyta S.A.,265.52
GRUPO Z,265.52
Enlaces Regionales de Chile S.A.,265.52
Universidad del Desarrollo,265.52
CUANTA CHILE SA,265.52
Sociedad de Telecomunicaciones Geonet Ltda.,265.52
CMET SACI,265.52
ADMINISTRADORA DE FONDOS DE PENSIONES PROVIDA S.A.,265.52
OPTIWISP SPA,265.52
Television Nacional de Chile,265.52
INETAMERICAS COMUNICACIONES LIMITADA,265.52
MI INTERNET SPA,265.53401520076005
Telegram_Messenger Telegram Messenger Inc,265.57444444444445
Telmex Chile Internet S.A.,265.64980703859226
EMPIREHOST LIMITADA,265.7889150542474
planisware2 Planisware SAS,266.16325
ADYEN2 Adyen N.V.,266.334
CG Investment Sociedad Anonima,266.36400000000003
G1SAT G1SAT B.V.,266.60700299999996
CALA SERVICIOS INTEGRALES E.I.R.L.,266.80676251437717
JONAZ Jonaz B.V.,267.05030698976697
BODEMS Felix Annen,267.06
KIEVNET Kyiv Optic Networks ltd,267.0818181818182
Darknet Giannis Kontos,267.19416666666666
IPTP NETWORKS S.A.C.,267.23965595238093
FIBERING Fiberwide S.p.a.,267.2494812987532
INSYST InSyst GmbH,267.255
NULLL Steffen Vogel,267.255
HYNET Max Ouwens,267.255
JONASLED JONAS LEDER,267.255
AS_VAMH Vincent Maroun,267.612
TELXIUS TELEFONICA GLOBAL SOLUTIONS SL,267.6200712352277
BRINSTAR Seamus Caveney,267.9
iHosting Servicios Internet Ltda.,268.32911399999995
HUASCARAN INVESTMENT GROUP S.A.C.,268.4021710723691
SOUVERITUG SouverIT UG,268.44
MARKETAXESS Marketaxess Europe Ltd,268.4433333333333
ROUTE64_ORG Johannes Ernst,268.5743749999999
STAGE2DATA,268.74300000000005
GRUPO METROWAN TELECOM SPA,268.892458457967
TELECOMUNICACIONES MAFRI S.A.C.,268.9025
hostshield HOSTSHIELD LTD,268.94199999999995
STUPI Svensk Teleutveckling & Produktinnovation,269.26997033432224
virtualsystems Virtual Systems LLC,269.36819168083196
ITGATE IT.Gate S.p.A.,269.4989343688543
BastiaanBrink Bastiaan Mathijs Brink,269.5917066666668
AS_SCHWARZ_PHARMA_AG UCB Pharma S.A.,269.63128364182086
FreedomCommunications Prostie Reshenia LLC,270.0375
EIRCOM Eircom Limited,270.0380863339607
DATAWAGON,270.05385292206165
UCOMINT Ucom CJSC,270.05470588235295
MAKRONET CONSULTING TECNOLOGIA E INFORMATICA LIMITADA,270.05870737073707
TMS25 TPC Management s.r.l.,270.1975
DigiBorder DIGI ROMANIA S.A.,270.1975
ONIAAS,270.2582499124956
VIBEGAMES VibeGAMES B.V.,270.272929983004
PROPEL,270.4266666666667
ONYPHE ONYPHE SAS,270.4266666666667
ESSLUX,270.4266666666667
OPTIC,270.58733173317336
INTROSERV INTROSERV d.o.o,270.7545112255613
marbleis Marble Information Systems Limited,270.92956521739126
Panamaserver.com,271.17107599999997
Radibase Radibase EOOD,271.25766666666664
TELCOM MIKROTIK PERU S.A.C.,271.28866666666664
Servicios de Tecnologias de Informacion de Mision Critica,271.2999274963748
as_innet INNET SRL,271.3066666666666
INTERNEXA PERU S.A,271.32961666666665
muscope Overweb Srl,271.33666666666664
TIVIT CHILE TERCERIZACION DE PROCESOS,271.359375
aria Aria Jahangiri Far,271.4971428571429
"SweetTV LLC ""OTT UKRAINE""",272.11000511955945
Innova Outsourcing S.A,272.66
Broadcom Group,272.66
Corporacion de Internet,272.66
IHA Futura,272.66
Banco Azteca de Guatemala,272.66
Universidad Francisco Marroquin,272.66
INFINITUM S.A.,272.66
CONECTIVIDAD Y TECNOLOGIA S.A.,272.66
COMNET TELECOM CRP,272.66
NORTVCOM,272.66
CENTRAL DE REDES Y COMUNICACIONES DE GUATEMALA,272.66
MARCO ANTONIO IXCOY VARGAS,272.66
DEVEL SECURITY,272.66
Superintendencia de Administracion tributaria,272.66
Universidad Galileo,272.66
Universidad de San Carlos de Guatemala,272.66
BACK OFFICE SMART SOLUTION,272.66
SUPERWIFI DE GUATEMALA S.A,272.66
AIRNET,272.66
ASOCIACION DE RED AVANZADA GUATEMALTECA PARA LA INVESTIGACION Y LA EDUCACION IXP GT,272.66
CIBERNET,272.66
INVERSIONES Y NEGOCIOS IOT DE GUATEMALA,272.66
Banco Promerica Sociedad Anonima,272.66
SERVICIOS E INSTALACIONES INTEGRADAS VIA SATELITAL,272.66
FIBERNET S.A,272.66
U ENERGY CORP,272.66
Cablenet,272.66
APICASA S.A. MEGAPACA,272.66
ONNO NETWORKS,272.66
INTERNET TELECOMUNICATION COMPANY DE GUATEMALA,272.66
Senal Nacional S.A.,272.66
BANRURAL,272.66
Banco Industrial,272.66
RED AVANZADA GUATEMALTECA PARA LA INVESTIGACION Y LA EDUCACION,272.66
SKYWAY,272.66
HOGARES INTELIGENTES,272.66
ISP SOLUTIONS S.A.,272.66
ESTRATEGIAS Y TELECOMUNICACIONES S.A. ETELECOM,272.66
Servicios Innovadores de Comunicacion y Entretenimiento,272.66
Servicios de TI,272.66
MOBILE WORLD,272.66
CLOUD2NUBE,272.66
COMNET,272.66
TV CABLE UNIVERSAL S.A,272.66
farmuk STREAMLAND MEDIA UK LIMITED,272.738
VPS1 Digital City FZE,273.26116138386163
FREENET_LLC Freenet LTD,273.2823350797299
AS60880 Horizon Telecom B.V.,273.4604476517449
LIBERTY NETWORKS GUATEMALA,274.08318321221424
Sudatel,274.1401476814348
GILAT NETWORKS PERU S.A.,274.535
FreeCaraibe Free SAS,274.76
VFLMIA2,274.806696
UTG Ukrainian Telecommunication Group LLC,274.9787720068697
IPUBLICATIONS iPublications Holding B.V.,275.0155812790639
PowerHost Telecom SPA,275.2699167477476
INTERNEXA Chile S.A.,275.35583333333335
crossivity Crossivity bv,275.40026266666666
GLG PERU SAC,275.47466533333335
DIGEVO VIDEOGAME STREAMING SPA,275.66
SOLVAY Solvay SA,275.77
MDNX,275.8669709695697
ASKOMTEKS Greenline Ltd.,275.91
DVGlobalBV D&V Global B.V.,276.0186354317716
AS26737,276.06256262813145
UTELS SPD Polyudov Aleksandr Igorevich,276.78871794871793
RB67NET Daniel Neri,277.1075
STRENCOM Fulnett Limited,277.15139652803236
SCAMP Oleksandr Radchenko,277.4675
vodafone_uk_asn Vodafone Limited,277.5083381661833
Serverhino Netversor GmbH,277.515
cerner Cerner Limited,277.515
ArnoldPorter Arnold & Porter Kaye Scholer LLP,277.515
SCHILDIIHOST Mika Luedeke trading as Schildiihost,277.515
AETHERNET Henrik Van Tassell,277.5738888888889
SEEWEB SEEWEB s.r.l.,277.8533403044245
SMISHCRAFT Adam Goodenough,278.0561449579832
LINKWEBSOLUTIONS Link Web Solutions LLP,278.2450674932507
SACATECH,279.1695619561956
MCCAINFOODS,279.17478176091197
GOOSEWORKS,279.18
WILSON Bryce Wilson,279.18
SALADCLOUD,279.18
SHOPIFYASN1,279.18
AMNS CALVERT,279.18
HUBUSILEGVDCSUB,279.18
LAVAL,279.18
IMAXCO,279.18
IRONCLOUD,279.18
CPRAIL,279.18
GRANDANDTOY,279.18
coresdev Tyler Donia,279.18
DATABENTO,279.18
WEBTACULAR Rhajune Park,279.18
H3GIE Three Ireland (Hutchison) limited,279.1804065609842
NAV NAV COMMUNICATIONS SRL,279.33730157671926
ModelTelecom Model Telecom Ltd,279.43164099999996
dawnmeats Dawn Meats Group Unlimited Company,279.43164099999996
FREE RANGE CLOUD,279.5651600066063
CARNSOREBROADBAND Carnsore Broadband Limited,279.56582050000003
WHITELABEL Whitelabel Solutions,279.604
redcluster Redcluster LTD,279.7
Polarlake Bloomberg Data Management Services Limited,279.7
tsfy TSFY Ltd,279.7
Verizon Ireland Limited,279.7
EXIGENT Exigent Network Integration Ltd,279.7
RAPIDBB Rapid Broadband Ltd,279.7
Realbroadbandcom Real Broadband Ltd,279.7
ZARIOT Cellusys IoT Limited,279.7
MMC Marsh Limited,279.7
IEDR IE Domain Registry CLG,279.7
INEX Internet Neutral Exchange Association Company Limited By Guarantee,279.7
NATUSIE Natus Manufacturing Limited,279.7
WAYFAIR Wayfair Stores Ltd,279.7
BROIGHTER Broighter Networks Limited,279.7
IVERTEC Ivertec Ltd,279.7
wirelessconnect16 Wireless Connect Ltd.,279.7
LINX Opt1mize Technologies Limited,279.7
BRINGOIE Bringo Limited,279.7
FWI Fast Wireless Internet Ltd,279.7
NHCS EOBO Ltd T/A BBnet,279.7
crossan Crossan CableComm Ltd,279.7
RTE Raidio Teilifis Eireann,279.7
QZE QuestZones (Europe) Limited,279.7
Fexco Fexco Unlimited Company,279.7
NETWORKABILITY Network Ability Limited,279.7
Cablesurf Virgin Media Ireland Limited,279.7
KERBB Ker Broadband Communications Ltd,279.7
PBB Premier Data Networks LTD,279.7
ClearWave ClearWave LTD,279.7
munster Munster Wireless Ltd.,279.7
OrionDigtalServicesAS Orion Digital Services Ltd.,279.7
RADIOTWOTHOUSAND Bauer Audio Ireland Limited trading as Bauer Media Audio Ireland LP,279.7
asphonepulse Phone Pulse Ltd,279.7
OFFICEIT Office IT Ltd.,279.7
BOIGROUP BANK OF IRELAND GROUP PUBLIC LIMITED COMPANY,279.7
AIRWAVE Airwave Internet,279.7
Blueface Blue Face Ltd.,279.7
ALPHYRA Payzone Group Unlimited Company,279.7
SmythCablevision Smyths Audio and Video Systems Ltd.,279.7
clarewifi Clare Wifi Networks Limited,279.7
BKBB Blacknight Internet Solutions Limited,279.7
DEMONWARE Demonware Limited,279.7
EBS EBS Limited,279.7
DHDA Digital Hub Development Agency,279.7
VEIGLOBAL Voice Engineer Ireland Limited,279.7
LLLL 4L Communications Ltd,279.7
celko CELKO LIMITED,279.7
AS_DPD Interlink Ireland Ltd,279.7
ESB Electricity Supply Board,279.7
TotalWireless_AS Hispeed Wireless Broadband Ltd,279.7
atlantek Atlantek Computers Teoranta Ltd,279.7
SERVECENTRIC ServeCentric Ltd.,279.7
HEANET HEAnet CLG,279.70346108981835
TWELVE99 Arelion Sweden AB,279.76588704990945
TNSI Transaction Network Services (UK) LTD,279.954
TRADITIONGROUP Tradition Financial Services Ltd.,279.954
M247 M247 Europe SRL,280.0174626172805
LIMANET LIMANET Ltd.,280.1287972932431
Banco de Credito e Inversiones,280.27375
DOVECOM Dovecom LLC,280.33375
Proximity Proximity EOOD,280.37399999999997
WIREM Riccardo Gori,280.686
XIWO XIWO CLOUD SAS,280.72375
EXEGY,280.77810879274716
HOSTILOX MELIH BINBASI trading as HOSTILOX SUNUCU HIZMETLERI,280.836
Pegasystems Pegasystems Inc.,280.84
UCAYALI VENTURES SOCIEDAD ANONIMA CERRADA,281.2162386880656
BANCOLOMBIA S.A,281.2895490450955
ABOVEBAR Above Bar Cyber Limited,281.3425
HOST9x Host9x Web Solutions Limited,281.4806113056528
AMX Argentina S.A.,281.4964631111111
AgocsNet Daniel Jacint Agocs,281.74555462959876
ICR NETWORK C.A,281.9
PROVEEDORES TECNOLOGICOS PK,281.9
PENKI UAB Penki kontinentai,282.475201
Intertelecom Intertelecom Ltd,282.73464515483846
